D_bar,5a0ebeddfdc81513a9dcf33d,5a0ee1c397e0bc4831663486,5a0eeec3ae845313c72e280a,5a0ef92e0525bc484398d1f8,5a0eff8948c5984825e18bba,5a0f05b3bcb30313c1318d8e,5a0f0c5348c5984825e18bbb,5a0f0e693feafb4f684d1abb,5a0f100fe691ef1af5572637,5a0f12dc0525bc484398d1fb,5a0f14601c156e483dc740c8,5a0f169bc31f3448494eb6f7,5a0f178632516b13bbf49e3f,5a0f17acd6c58c139daa8a50,5a0f187c1c067a1ae7e6733c,5a0f192a48c5984825e18bca,5a0f19b9d6c58c139daa8a51,5a0f1aa832516b13bbf49e41,5a0f1ae71c067a1ae7e6733d,5a0f1af0fdc81513a9dcf349,5a0f1b04bcb30313c1318d90,5a0f1bcb48c5984825e18bcc,5a0f1c2a0525bc484398d1fc,5a0f1c61fdc81513a9dcf34a,5a0f1c8348c5984825e18bcd,5a0f1cabbcb30313c1318d91,5a0f1e361c067a1ae7e6733e,5a0f1edc1c156e483dc740c9,5a0f1fcd1c067a1ae7e6733f,5a0f202bc31f3448494eb6f9,5a0f215be691ef1af5572639,5a0f21641c156e483dc740ca,5a0f21686d59381b0f22075a,5a0f216e6d59381b0f22075b,5a0f21990525bc484398d1fd,5a0f225c5c4f9a48378c2db3,5a0f22912c520b484f1b87fc,5a0f22c93feafb4f684d1ac1,5a0f2391ae845313c72e2811,5a0f24065c4f9a48378c2db4,5a0f241432516b13bbf49e42,5a0f24a097e0bc483166348f,5a0f25093feafb4f684d1ac2,5a0f2514e691ef1af557263b,5a0f259a0525bc484398d200,5a0f25eb32516b13bbf49e44,5a0f25efbcb30313c1318d97,5a0f2610d6c58c139daa8a53,5a0f2681e691ef1af557263c,5a0f269a48c5984825e18bd0,5a0f26cb3feafb4f684d1ac7,5a0f270efdc81513a9dcf34c,5a0f274f97e0bc4831663490,5a0f2755e691ef1af557263e,5a0f27bdbcb30313c1318d9a,5a0f27efe691ef1af557263f,5a0f283332516b13bbf49e45,5a0f2857fdc81513a9dcf34d,5a0f2895ae845313c72e2812,5a0f2897e691ef1af5572640,5a0f292148c5984825e18bd1,5a0f29330525bc484398d202,5a0f29b50525bc484398d204,5a0f29b697e0bc4831663491,5a0f29b80525bc484398d205,5a0f2a3cd6c58c139daa8a54,5a0f2a521c156e483dc740cc,5a0f2a882c520b484f1b87ff,5a0f2b071c067a1ae7e67341,5a0f2b2448c5984825e18bd4,5a0f2b636d59381b0f22075c,5a0f2b73d6c58c139daa8a56,5a0f2ba56d59381b0f22075d,5a0f2ba71c156e483dc740cd,5a0f2bd1fdc81513a9dcf34f,5a0f2c131c156e483dc740ce,5a0f2c42e691ef1af5572643,5a0f2c4397e0bc4831663492,5a0f2c4a97e0bc4831663493,5a0f2c8dbcb30313c1318d9e,5a0f2c8e97e0bc4831663495,5a0f2cdcd6c58c139daa8a57,5a0f2d141c067a1ae7e67343,5a0f2d4c5c4f9a48378c2db7,5a0f2d811c156e483dc740cf,5a0f2da4ae845313c72e2816,5a0f2dcfae845313c72e2817,5a0f2dfee691ef1af5572645,5a0f2e3497e0bc4831663497,5a0f2e4f3feafb4f684d1aca,5a0f2e83bcb30313c1318d9f,5a0f2f075c4f9a48378c2db9,5a0f2f15bcb30313c1318da0,5a0f2f2f32516b13bbf49e49,5a0f2f491c067a1ae7e67344,5a0f2f4b0525bc484398d207,5a0f2f602c520b484f1b8801,5a0f3089e691ef1af5572648,5a0f308ee691ef1af5572649,5a0f30adae845313c72e281c,5a0f30c33feafb4f684d1acd,5a0f30d1e691ef1af557264b,5a0f30df0525bc484398d208,5a0f3106ae845313c72e281d,5a0f314aae845313c72e281e,5a0f3161ae845313c72e281f,5a0f316bc31f3448494eb6fe,5a0f3195e691ef1af557264c,5a0f320e5c4f9a48378c2dba,5a0f322eeca4fc22e027a312,5a0f331cae845313c72e2821,5a0f33b299ec112dd1215692,5a0f33b293984022d41562d0,5a0f33dbb0da9122e35a8d45,5a0f33e40525bc484398d209,5a0f33fda7e49c22d705f640,5a0f3400b546e022c2fa61d6,5a0f3442eca4fc22e027a313,5a0f344e059ac522ef987c4d,5a0f350e17153722f5634d3c,5a0f3512b884b12dc5b4fbcb,5a0f3532d442ff22bc769147,5a0f354fae845313c72e2822,5a0f35fca7e49c22d705f641,5a0f368b172b442ddd1d05ea,5a0f36d6172b442ddd1d05eb,5a0f371ae691ef1af557264f,5a0f379b51fd882301b6d13c,5a0f37ca51fd882301b6d13d,5a0f3830059ac522ef987c4f,5a0f383332516b13bbf49e4d,5a0f38b4ae845313c72e2823,5a0f3931c988512deb672b83,5a0f39c817153722f5634d3d,5a0f3a584b4fc722fbe1c726,5a0f3a94172b442ddd1d05ed,5a0f3b5db884b12dc5b4fbcc,5a0f3ba9a7e49c22d705f646,5a0f3bad51fd882301b6d13e,5a0f3c3f172b442ddd1d05ee,5a0f3cbdae845313c72e2826,5a0f3d2b99ec112dd1215696,5a0f3d4c99ec112dd1215697,5a0f3d5a172b442ddd1d05ef,5a0f3d7bc988512deb672b87,5a0f3d9b4b4fc722fbe1c727,5a0f3e4bc988512deb672b89,5a0f3e7432516b13bbf49e52,5a0f3e8251fd882301b6d140,5a0f3e8e51fd882301b6d141,5a0f3e8e4b4fc722fbe1c728,5a0f3ec3e691ef1af5572653,5a0f3ed417153722f5634d40,5a0f3f1cf160552db93e65b4,5a0f3f62a7e49c22d705f649,5a0f3f7d4b4fc722fbe1c72b,5a0f3fd0ae845313c72e2827,5a0f4029172b442ddd1d05f1,5a0f40b4c988512deb672b8b,5a0f40bc17153722f5634d41,5a0f40c7c988512deb672b8c,5a0f4107f160552db93e65b5,5a0f41e9f160552db93e65b6,5a0f421b32516b13bbf49e54,5a0f423c172b442ddd1d05f2,5a0f433d32516b13bbf49ea9,5a0f437232516b13bbf49eaa,5a0f439517153722f5634d42,5a0f44d832516b13bbf49eab,5a0f44dd51fd882301b6d147,5a0f4653ae845313c72e282a,5a0f4694f160552db93e65b9,5a0f47f1b884b12dc5b4fbcf,5a0f482bb0da9122e35a8d4a,5a0f486d11ae4222e93bc463,5a0f489a263abd22dd1e3aec,5a0f49bba7e49c22d705f681,5a0f4e10ae845313c72e282e,5a0f4ef1263abd22dd1e3af2
M11,23,4,29,30,22,16,42,16,12,13,13,17,26,7,28,10,24,23,19,26,21,30,23,25,14,34,28,7,29,23,18,14,27,18,44,8,21,35,32,8,32,28,9,19,25,8,26,15,6,23,24,28,28,15,42,11,9,19,22,13,22,30,26,19,32,12,28,16,32,12,18,33,17,23,14,25,26,31,24,16,36,21,30,24,51,10,15,11,10,33,26,27,8,28,27,18,28,30,48,30,10,17,37,16,24,36,29,37,34,33,25,6,11,29,16,1,13,26,19,20,23,23,13,26,12,26,21,25,12,1,22,29,11,15,32,15,26,23,14,17,30,21,21,8,9,1,35,8,22,38,23,27,29,2,28,31,23,32,26,25,24,31,13,28,16,27,25,31,13,32,29,29,38,28,17,10,20,34,4
M12,22,4,28,30,21,15,41,17,11,12,13,16,25,8,27,9,23,22,20,25,21,29,22,24,15,33,27,6,28,22,17,15,26,17,43,7,20,34,31,8,31,27,8,19,24,7,24,14,6,21,23,26,28,14,41,10,10,18,21,12,21,30,25,18,31,10,27,15,31,11,17,32,17,23,13,24,25,30,24,15,35,20,31,23,50,9,14,10,11,32,25,26,7,27,26,17,27,29,47,29,9,16,36,15,23,35,28,36,32,32,24,6,10,28,16,1,14,25,18,19,22,22,12,25,12,25,20,24,11,2,21,27,9,15,30,16,26,22,13,17,29,20,20,7,8,1,35,7,21,36,23,26,29,2,27,30,22,31,25,24,24,30,13,28,15,26,24,30,12,30,28,28,37,27,16,9,19,32,4
M13,32,25,28,22,35,28,21,39,18,19,16,16,10,27,33,20,32,6,28,18,27,38,20,23,37,28,36,18,11,34,16,37,20,26,30,21,14,18,12,24,31,10,21,35,19,20,16,21,22,16,11,28,27,27,22,23,33,17,33,19,13,21,9,15,11,15,23,23,13,24,16,14,39,14,11,30,9,18,16,22,19,22,38,15,30,22,23,17,32,15,15,24,20,37,15,19,15,10,28,10,29,25,34,22,7,18,10,17,14,15,14,28,23,15,17,23,33,8,10,18,2,5,15,16,18,25,15,13,18,23,11,16,18,22,11,39,35,5,15,20,17,20,11,20,21,23,26,20,31,17,14,18,21,24,11,12,24,15,16,14,33,11,27,10,13,19,15,29,22,19,17,8,18,23,31,16,20,15,26
M14,33,17,17,16,29,23,32,29,16,17,6,19,20,16,38,16,29,16,11,25,10,35,20,10,28,37,34,13,22,33,5,29,20,24,29,15,25,28,28,20,34,17,15,25,27,18,28,17,12,25,19,34,17,21,31,18,23,17,28,17,9,18,23,16,22,15,18,19,21,22,11,22,30,11,10,35,19,33,12,18,29,28,21,26,39,20,21,15,24,22,17,30,15,38,29,9,30,26,38,26,22,23,35,20,17,27,18,26,30,31,20,20,18,20,7,15,19,19,21,18,18,16,17,16,4,31,24,15,16,14,22,29,16,6,27,29,17,16,9,11,32,9,15,15,19,15,23,15,28,35,11,12,17,16,21,20,29,30,13,16,15,28,26,18,18,27,25,16,23,33,31,25,27,20,24,14,26,31,18
M15,21,15,25,26,24,17,32,28,7,8,12,4,15,17,24,10,21,13,24,13,24,27,14,23,26,22,25,8,18,22,15,26,19,15,37,10,10,25,20,13,20,18,10,26,13,9,14,12,13,11,13,20,25,16,32,12,22,10,23,9,16,24,13,10,22,5,22,13,22,13,12,23,28,17,6,22,16,19,18,13,26,14,35,12,41,11,12,7,22,23,18,15,9,27,16,15,16,18,38,17,19,14,28,11,13,26,19,27,21,21,15,17,12,20,13,13,24,15,7,11,10,12,3,18,13,17,10,17,7,13,10,16,8,17,19,28,31,12,10,15,18,17,11,10,9,13,29,9,20,25,17,22,23,14,17,21,15,19,19,17,29,18,16,19,3,14,13,29,11,20,18,17,28,21,21,5,12,21,15
M16,31,29,37,34,39,31,32,42,22,23,25,19,20,32,26,24,35,17,37,22,37,41,27,34,39,26,39,22,22,33,26,39,29,29,42,25,9,29,20,26,35,21,24,40,20,21,10,26,28,15,20,25,37,30,32,27,35,23,37,23,24,32,15,22,22,19,33,27,25,25,24,26,42,25,19,24,20,7,27,27,30,18,48,14,40,23,26,21,36,26,25,26,24,36,4,27,4,18,38,18,33,28,40,25,18,30,22,29,21,14,23,31,27,26,26,26,39,20,9,24,11,17,17,26,26,21,13,24,22,27,13,15,22,31,19,41,44,16,23,28,6,29,20,24,22,27,38,23,34,18,26,30,32,28,22,24,20,15,27,25,42,12,25,22,16,21,16,40,21,8,6,17,29,32,35,19,16,14,29
M17,32,12,30,30,29,23,46,17,19,20,16,24,31,10,37,17,32,28,14,33,16,38,28,23,17,42,36,14,34,32,19,18,31,26,44,15,30,40,39,18,40,31,16,23,33,17,34,21,10,31,29,36,30,22,45,18,13,25,29,21,24,32,32,24,36,19,31,23,35,21,22,36,25,25,19,34,31,39,26,22,41,30,25,32,53,19,23,19,19,36,30,35,16,38,36,20,36,36,52,36,19,25,42,23,29,40,32,40,40,40,30,14,18,33,19,10,6,31,27,26,29,28,21,29,14,35,29,29,19,9,30,36,18,14,38,18,21,28,18,21,38,22,26,16,18,10,37,16,30,44,25,27,31,11,33,34,32,39,28,29,19,38,22,32,23,34,33,29,22,40,37,35,41,31,24,17,29,41,12
M18,32,21,20,16,31,24,23,35,15,17,10,15,10,22,35,17,29,6,21,19,20,35,16,15,33,31,34,15,12,33,8,34,15,24,26,17,18,18,19,22,30,9,17,30,21,19,21,18,17,19,10,30,20,23,23,19,29,14,30,17,6,14,14,12,13,13,16,19,12,22,10,13,35,7,7,32,9,25,8,19,19,24,31,19,31,21,20,15,28,14,7,25,17,37,21,12,22,17,29,16,25,22,31,19,7,17,9,17,20,22,12,24,19,10,10,19,27,9,14,15,9,6,14,8,11,27,18,6,15,19,15,21,16,15,18,34,27,6,9,14,24,12,8,17,19,19,19,17,28,25,7,12,13,20,11,11,26,21,9,7,25,19,26,9,14,21,18,21,21,25,23,15,19,17,27,13,22,22,22
M19,31,23,24,19,32,26,21,37,16,17,13,15,8,24,33,18,30,3,24,17,24,36,17,19,35,29,34,16,8,33,12,35,17,25,28,18,16,15,15,23,30,8,19,32,19,19,18,19,20,17,9,29,24,25,22,21,31,15,31,18,9,18,10,13,11,14,19,20,12,23,12,13,36,11,9,31,6,22,12,20,16,23,35,17,30,21,21,16,30,13,11,24,18,37,18,15,18,13,28,13,27,23,32,20,3,15,9,16,17,18,12,26,21,11,13,21,30,5,12,16,5,2,14,12,14,25,16,9,16,21,13,18,17,19,14,36,31,2,12,17,20,16,9,18,20,21,23,18,29,21,11,15,17,22,7,11,24,18,12,11,29,15,26,9,13,19,16,25,21,22,20,11,18,20,29,14,20,18,24
M20,24,14,21,22,23,16,30,27,7,8,7,9,14,15,28,9,21,11,20,16,20,27,11,19,26,27,26,7,17,25,10,26,15,16,34,9,14,23,21,14,24,16,9,24,17,11,18,10,11,15,12,24,21,15,31,11,21,8,22,9,12,20,15,7,20,5,18,11,20,14,8,21,27,13,2,26,15,23,15,11,24,18,30,16,39,13,12,7,21,22,15,20,9,30,19,11,20,19,37,18,18,14,25,11,12,24,17,25,22,23,13,16,11,18,9,12,22,14,11,9,11,11,7,15,8,21,14,14,7,11,13,19,8,13,20,27,26,11,5,11,22,13,9,9,11,12,26,9,20,27,14,18,20,13,16,19,19,21,16,14,24,20,18,17,8,18,16,25,14,24,21,18,27,17,20,5,16,23,14
M21,27,27,40,39,38,30,39,39,21,22,27,19,25,30,19,24,35,23,39,24,39,40,29,38,36,26,38,21,28,30,29,36,32,28,49,24,8,34,27,23,35,28,23,40,21,18,10,26,27,16,25,21,40,29,40,26,32,25,36,23,29,37,21,25,29,19,36,27,31,22,27,33,40,30,21,16,26,11,31,27,36,14,50,16,48,20,25,21,34,33,30,27,22,32,8,30,8,24,46,24,31,27,42,25,23,36,29,36,27,22,27,29,26,32,28,24,37,25,11,26,17,22,17,31,28,18,14,29,21,25,16,19,21,32,26,38,46,22,25,30,10,32,24,23,19,25,42,22,33,26,30,35,36,26,27,30,16,21,32,30,44,20,21,28,16,23,18,43,17,12,9,23,36,36,34,19,12,22,27
M22,39,27,24,10,37,31,21,40,22,23,15,22,16,27,42,24,36,12,21,26,20,42,23,13,39,38,40,22,17,40,11,39,22,31,19,23,25,24,24,29,38,6,24,35,28,26,28,25,23,25,17,38,24,30,19,26,34,21,36,24,5,15,20,19,11,20,21,26,10,29,16,11,41,8,14,39,15,31,9,25,25,31,31,26,27,27,27,22,34,11,14,32,23,44,27,16,27,22,27,22,31,29,38,26,12,20,7,16,25,27,19,30,26,14,15,25,32,14,21,22,14,11,21,14,15,34,25,11,22,25,22,28,23,18,23,40,28,11,15,20,29,16,15,23,26,25,20,23,35,29,8,7,14,26,17,9,33,27,9,13,26,23,33,7,21,28,25,19,29,31,29,20,15,23,33,20,29,27,28
M23,20,8,25,27,18,10,37,21,6,7,10,11,20,11,26,4,19,18,20,20,21,24,17,22,19,29,23,1,23,20,14,20,22,13,40,4,16,30,27,8,27,23,3,20,20,6,20,9,7,17,18,23,25,9,37,6,15,14,16,7,18,26,20,13,27,6,24,11,27,10,13,28,21,19,9,23,21,26,20,10,31,17,31,19,45,8,9,6,15,28,21,22,2,26,22,14,23,24,43,24,12,11,31,10,18,31,24,31,28,28,20,10,6,24,13,6,17,20,14,15,17,17,8,21,10,21,16,20,6,6,17,23,5,14,26,21,27,17,9,14,25,17,15,3,6,6,31,2,16,32,19,23,25,7,23,26,19,26,22,20,25,25,13,23,10,21,20,28,10,26,24,23,33,23,14,4,16,28,8
M24,38,29,28,17,38,32,15,42,23,24,18,21,14,30,39,24,36,9,27,24,26,42,23,20,41,35,41,23,14,39,15,41,23,31,23,24,21,21,19,29,36,3,25,38,25,25,24,25,25,22,16,35,27,31,16,27,36,21,37,24,10,19,16,19,5,20,23,27,6,29,18,7,42,12,15,37,12,26,13,26,22,29,37,22,24,27,28,22,36,8,15,30,24,43,22,19,22,17,21,17,33,29,38,26,10,17,4,11,21,22,18,31,27,14,18,27,35,11,18,22,9,8,20,15,19,31,22,12,22,26,18,24,23,22,18,42,34,8,17,22,24,20,15,24,26,27,24,24,36,24,12,14,18,28,14,5,30,22,13,14,32,17,33,3,19,25,22,26,28,26,24,16,12,25,35,20,26,22,30
M25,43,34,32,19,44,37,16,47,28,29,22,27,19,35,44,30,41,14,30,29,29,48,29,22,46,40,46,28,20,45,19,46,28,36,22,30,26,26,24,34,42,6,30,43,31,31,28,31,30,27,21,40,32,36,10,32,41,26,43,29,13,23,21,24,6,25,28,32,10,35,23,11,47,16,20,42,17,29,17,31,27,34,40,27,19,33,33,27,41,11,20,36,29,49,26,24,26,22,22,22,38,35,43,32,15,22,7,16,25,26,23,37,32,19,22,32,40,17,22,27,14,14,25,20,23,36,27,16,28,32,23,28,28,27,23,47,37,14,22,27,28,24,20,29,31,32,28,29,41,27,16,15,22,33,19,9,35,26,17,19,35,21,38,7,25,30,27,28,33,30,27,20,8,30,40,26,31,26,35
M26,29,18,17,17,27,21,27,31,13,14,6,14,13,18,33,14,26,10,17,19,17,32,14,14,29,31,31,12,15,30,6,30,14,21,29,13,18,22,21,19,29,13,14,26,21,16,22,15,13,18,12,29,17,20,27,16,25,12,27,14,7,15,16,10,17,11,13,16,16,20,6,17,31,8,5,31,13,26,9,15,23,23,28,19,35,18,18,12,25,18,11,24,13,35,22,8,23,19,33,19,21,19,29,16,10,21,13,21,23,24,13,20,16,14,6,15,23,12,14,13,12,9,12,10,7,26,18,10,13,15,16,22,13,11,20,30,24,9,6,10,25,9,8,13,16,15,20,13,25,28,8,13,14,16,15,15,24,23,11,10,22,21,23,13,12,21,19,20,19,27,24,18,23,13,23,10,21,24,18
M27,39,24,22,10,35,29,30,35,22,23,12,24,22,23,44,22,35,18,13,29,12,42,25,4,35,41,40,20,23,40,8,35,24,30,23,21,29,30,30,27,39,15,22,32,32,25,32,24,19,29,22,40,22,28,28,24,30,22,35,24,8,18,25,20,20,21,22,25,19,29,16,20,37,11,15,41,21,36,12,25,31,33,22,30,36,27,27,22,31,20,18,35,22,45,33,14,33,28,37,28,29,29,40,26,19,28,16,25,32,34,23,26,24,20,13,22,25,20,25,23,21,17,23,18,11,37,29,16,22,21,26,33,23,13,29,36,19,17,15,18,35,14,18,22,26,22,23,22,34,37,11,7,17,23,23,18,35,33,12,17,17,30,32,16,23,32,29,10,29,37,34,27,25,24,31,20,32,34,25
M28,23,20,29,28,30,22,31,33,13,14,16,10,15,23,23,15,26,13,29,14,29,32,18,27,31,18,30,13,18,25,19,31,22,20,39,16,5,25,18,17,26,19,15,31,10,12,9,17,19,6,14,19,29,21,32,17,27,15,28,14,19,27,11,14,21,10,26,18,22,16,16,23,33,20,10,20,16,14,21,18,26,12,40,6,40,14,17,12,27,24,20,17,14,29,10,20,11,15,37,15,24,19,32,16,13,26,19,27,19,16,17,22,17,21,18,18,29,15,2,16,8,12,8,20,18,15,6,18,12,18,6,11,13,22,17,32,36,12,14,20,13,22,13,15,13,18,32,14,25,21,20,25,26,19,18,21,14,15,22,19,34,14,18,19,7,12,9,33,13,15,12,14,28,25,26,10,10,16,20
M29,26,17,21,20,26,20,27,31,10,11,8,10,11,18,30,12,24,8,21,15,21,30,11,18,29,26,29,10,14,27,10,29,13,19,32,12,14,20,18,17,25,13,12,27,17,13,18,13,14,14,9,25,21,18,28,15,24,9,25,12,11,19,12,7,17,8,17,14,17,17,8,18,30,12,3,27,11,22,13,14,21,19,32,15,36,15,15,10,24,19,12,20,12,32,18,11,19,16,33,16,21,17,26,14,9,21,14,22,20,21,10,19,15,15,10,15,25,11,10,10,9,8,9,12,10,22,14,11,10,15,11,18,11,14,17,30,28,8,7,12,21,13,6,12,14,15,24,12,23,24,12,17,18,16,13,16,20,19,14,12,26,18,21,14,8,17,15,24,16,22,20,15,24,16,23,8,17,21,18
M30,27,27,39,37,37,30,37,39,21,22,26,18,23,30,21,23,34,21,38,23,38,39,28,36,36,25,38,21,26,30,28,36,31,28,47,23,7,33,25,23,34,26,23,39,20,18,8,25,27,15,23,21,38,29,38,25,33,24,36,22,27,36,19,23,27,18,35,27,29,22,25,31,40,29,20,18,24,9,30,26,34,14,49,14,46,20,25,20,34,31,28,26,22,33,6,29,6,22,43,22,31,27,41,24,21,34,27,34,25,19,25,29,25,30,27,24,37,23,9,25,15,20,16,29,27,18,12,27,21,25,15,17,20,31,24,38,45,20,23,29,8,31,22,22,19,25,41,22,33,24,29,34,35,25,26,29,17,19,31,28,43,17,21,26,15,21,17,42,17,10,7,21,34,34,34,18,12,20,27
M31,32,13,30,30,30,24,46,17,20,21,16,25,31,10,37,17,32,28,14,33,16,38,28,23,18,43,36,14,34,32,19,19,31,26,43,16,30,40,39,18,40,31,17,23,33,18,34,22,10,31,29,37,30,23,45,19,13,25,29,21,24,32,33,24,36,19,31,23,35,22,22,36,26,25,19,35,31,40,26,23,41,31,24,32,54,20,23,19,20,36,30,35,16,38,36,20,37,37,52,36,19,25,43,23,29,40,32,40,40,41,31,15,19,33,19,10,7,31,27,26,29,28,22,29,14,35,30,29,20,10,30,36,19,14,38,19,20,28,18,21,39,22,26,16,18,10,37,16,30,45,25,26,31,11,33,34,32,39,28,29,19,38,23,32,24,35,33,29,22,40,38,35,42,31,24,17,29,41,13
M32,21,19,32,31,29,22,35,32,13,14,18,11,18,22,19,15,26,16,30,17,30,32,21,30,29,19,30,13,22,23,21,29,25,20,42,16,5,28,22,15,27,22,15,32,13,11,9,18,19,9,18,15,31,21,35,17,25,17,28,14,22,30,15,16,25,11,28,19,26,15,18,27,32,23,13,17,19,14,24,19,29,9,41,9,44,13,17,12,26,27,23,18,14,26,11,22,11,19,41,19,23,19,34,17,17,30,23,30,22,19,20,21,17,25,20,17,29,19,5,18,12,16,8,23,19,11,6,22,13,17,10,14,12,24,21,31,37,16,16,21,13,24,16,15,11,17,35,14,25,24,23,28,29,18,21,25,11,18,25,23,35,17,15,23,8,15,12,35,10,15,12,18,32,27,26,10,6,19,20
M33,41,26,50,51,45,38,64,25,34,35,35,39,48,27,41,32,46,46,35,48,38,52,45,44,23,54,50,29,51,41,39,24,49,40,65,31,41,58,55,28,54,50,31,40,47,28,45,37,28,43,46,46,50,37,65,33,21,42,44,35,44,52,48,41,55,34,50,38,54,32,40,55,39,45,36,39,49,50,46,38,59,40,46,45,73,30,37,33,33,55,49,49,30,46,47,40,47,52,71,52,33,39,59,38,46,58,51,59,56,55,48,28,33,51,38,24,27,48,40,43,45,45,35,48,34,45,42,48,34,24,44,49,33,35,54,27,42,45,36,39,49,42,43,31,28,24,57,30,44,59,45,48,51,25,51,53,41,53,48,48,40,53,28,51,37,48,47,50,31,51,49,51,61,50,39,32,38,55,26
M34,44,27,29,20,40,34,40,35,28,29,18,31,31,24,50,27,41,28,9,38,10,47,32,13,36,49,46,25,33,45,16,36,33,36,31,26,37,39,40,31,47,25,27,34,39,30,41,29,22,37,31,47,29,33,37,29,31,30,40,29,18,27,34,28,30,27,30,31,29,34,24,30,40,20,23,47,31,45,21,30,41,40,17,38,46,32,33,27,34,30,28,42,27,50,41,21,42,38,47,37,32,34,47,32,28,38,26,35,41,43,32,29,29,30,20,24,25,30,33,31,30,27,29,27,16,44,36,26,28,24,35,41,28,16,39,36,16,27,21,24,44,22,27,26,30,24,32,26,40,46,20,16,26,25,32,28,42,42,22,26,14,40,37,26,30,40,38,19,34,46,43,36,35,32,35,26,39,43,27
M35,44,35,32,19,44,37,17,48,28,29,23,27,20,35,45,30,42,15,31,29,30,48,29,22,46,40,47,28,20,45,20,47,28,37,21,30,26,27,25,35,42,7,30,43,31,31,29,31,31,28,21,41,32,36,10,32,42,27,43,30,14,23,21,25,7,26,29,32,10,35,23,11,48,16,20,42,18,30,18,32,28,34,40,28,18,33,33,28,42,12,20,36,30,49,26,24,27,23,23,23,38,35,44,32,15,23,7,16,26,26,24,37,33,20,23,32,40,17,23,28,15,14,26,21,24,37,28,17,28,32,24,29,29,27,24,48,37,14,23,27,29,25,21,30,32,32,28,30,41,28,16,15,22,33,20,9,36,27,17,19,35,22,39,7,25,31,27,28,34,30,28,21,8,30,40,26,32,26,35
M36,29,15,16,18,26,19,31,27,12,13,2,15,17,14,34,12,25,14,14,22,13,32,16,13,26,33,30,10,19,30,5,27,17,20,31,12,21,26,25,17,30,16,12,23,23,15,25,14,10,21,16,30,16,18,31,14,22,14,25,14,9,18,19,12,21,11,16,15,20,19,8,21,28,11,6,32,17,29,12,15,27,24,24,22,39,17,17,12,22,21,15,26,12,35,26,6,26,23,37,23,19,19,31,16,15,26,17,25,27,28,17,17,14,18,4,13,19,16,17,15,16,13,13,14,3,28,20,14,12,12,19,25,13,7,24,27,20,13,5,8,28,8,12,12,16,13,23,12,24,32,11,14,17,14,19,19,26,27,13,14,18,25,23,17,14,24,22,19,19,30,27,22,27,17,21,10,22,28,15
